-3.16758	-2.19045	-2.85276	-1.10581	-0.862447	-3.12497	-1.75387	0.281272	-0.637159	0.919117	1.48261	-2.22537	-0.173687	-0.045568	2.60543	-2.7278	2.9718	-2.23344	1.43143	-0.380702	0.034007	0.130818	-0.283423	-0.764315	2.10794	-1.13523	-0.17326	-0.649488	0.560166	0.123021	-1.63261	1.74262	3.01026	0.948641	1.43387	-3.30377	-0.85883	-0.010188	2.6553	-2.69645	4.00996	-3.35727	-0.954969	-1.11771	-0.468809	0.07902	1.29899	2.57024	2.38229	-1.06587
-0.815644	0.313246	-4.14084	0.629101	-0.946727	1.18848	-2.94329	-0.182755	-0.688068	-0.290873	3.67027	0.902087	2.35438	-0.345197	1.71078	-2.73858	-1.42666	0.464962	-2.13859	0.176973	-3.28842	-0.271439	0.936525	-1.67951	0.118349	1.3348	-0.276048	1.22789	-1.54958	0.642207	0.422923	3.6825	5.89719	0.907242	0.61992	0.395892	-0.135223	-0.918169	2.67027	-1.49721	4.33218	-1.30759	-0.29748	-1.96264	0.807826	0.019552	0.699677	0.73846	2.33144	-1.46239
-0.443491	-0.079055	0.0649	-0.125061	0.611548	-0.455079	-0.514663	-1.19379	-0.109131	-0.098548	0.161412	-0.904373	-0.01911	-0.067382	0.274357	-0.612287	-0.325487	0.553572	0.03597	0.138337	-0.724234	0.204341	0.423426	-0.578997	0.572673	-0.07318	-0.045748	0.010931	0.027764	-0.312708	-0.399703	1.10079	0.282892	0.288543	-0.52223	-0.395713	0.585594	-0.453546	0.505999	-0.390037	0.202694	-0.696089	-0.296649	0.401991	-0.086282	-0.285242	0.313937	0.452378	0.740903	-0.329368
0.22403	-0.867533	-1.42944	0.623738	-1.38597	-1.36613	-0.813808	-1.89609	-0.983764	-1.49611	1.72002	-1.31778	-0.64944	-0.370644	2.14199	0.874905	-1.43678	0.833999	0.374402	1.82726	-2.99039	-1.50007	-0.457703	-1.04769	-3.81326	-3.40233	-0.702678	0.258661	2.15884	-1.20757	-0.636131	2.7976	3.19075	1.50521	0.167839	-0.847396	-0.315978	-2.85022	3.95406	-1.93591	1.1175	-0.052454	-0.569197	-0.876871	2.66595	0.493349	0.395848	1.95528	1.36894	-2.07396
-1.63983	-0.998215	0.15832	-0.175421	0.002332	0.97001	0.809973	-1.72482	-1.26636	-1.8794	3.12721	-1.86358	3.40988	0.355077	3.64427	-2.81242	-1.92207	-2.30743	-2.80457	1.60777	-0.631359	1.96614	0.101413	-2.72299	-0.414909	0.935788	1.26443	-2.21688	-3.20692	1.89485	-2.34349	1.84891	0.910877	3.21192	-0.505544	-0.712705	1.87201	1.00197	2.83607	-2.08634	0.927998	-1.30926	-0.869518	-1.6717	3.49062	-0.195548	0.285499	1.46106	0.820548	-3.28882
0.817295	-0.828413	0.211359	1.19524	-0.017413	-2.69455	0.590898	-3.56811	0.886009	0.969142	0.653695	2.17627	-1.12619	1.25663	-1.0868	0.840937	-0.721086	1.02638	0.770006	1.51864	-0.85526	-2.35724	0.949177	2.22753	-1.86513	-4.2045	-0.407548	0.067478	3.91372	-0.508702	1.27783	3.47705	4.76452	-0.245325	-1.84744	1.77043	1.75626	-3.76377	1.78343	-1.75146	0.704858	-2.38238	0.842395	-0.675685	-1.96936	0.119738	0.131016	1.39215	2.40377	-3.20786
-1.9066	-1.75585	-0.439595	0.314439	2.76772	-1.39123	0.899792	-1.5466	-2.4074	-1.98824	2.05834	-1.91608	-1.1213	-1.23634	1.76028	-0.909397	0.158036	0.20596	-0.450911	0.983572	-1.90861	-0.798748	0.891705	-2.07062	-1.10733	-1.98086	-1.21211	-1.46635	0.789749	-0.404036	-3.06914	1.2324	0.549213	2.41792	-1.31363	-0.85631	1.47594	-1.4793	1.2563	-1.24805	-1.21346	-2.15466	0.911978	-2.35724	1.38281	1.38192	0.717904	1.66796	2.37193	-2.20522
1.40702	-0.359596	0.00951	1.13764	-1.18092	-4.45661	0.703469	-1.63227	-1.21019	0.974269	1.38751	1.59907	-2.74659	1.95608	0.347229	-3.3339	1.51768	-0.200772	0.272603	-1.45365	0.936866	0.669574	0.713132	-1.46899	-0.705374	-3.03334	1.57952	-3.39749	1.97186	2.14841	0.286581	5.87383	0.784075	1.74928	-1.40701	-1.03334	0.171883	-3.78359	4.61604	-2.90845	0.446644	-4.17642	1.77742	-1.35948	-1.28068	4.89673	2.7101	0.669275	4.56614	-2.44129
-0.347126	-0.034468	0.109353	-0.011699	0.701302	-0.568177	-0.669233	-1.38672	-0.168366	-0.203171	0.369097	-0.893534	0.005897	-0.133079	0.231858	-0.702133	-0.500053	0.585813	0.091634	0.15896	-0.752573	0.251027	0.564951	-0.550686	0.807936	-0.348409	-0.045728	0.097836	-0.092936	-0.356382	-0.42071	1.16314	0.371864	0.255899	-0.549207	-0.318159	0.507518	-0.732129	0.601889	-0.380343	0.163586	-0.751838	-0.181301	0.48188	-0.099991	-0.351065	0.365876	0.317977	0.887647	-0.373243
3.3108	-0.746956	3.08621	1.09121	-0.582738	-3.54943	0.522048	-3.18548	0.945898	-1.84977	1.04945	0.552205	-2.17486	1.8435	0.160104	0.779027	-0.081399	1.8979	0.457005	0.445547	-2.20023	-3.51409	1.66442	0.833387	-2.71139	-2.43758	-1.31925	0.550923	4.37652	-0.459526	2.10626	3.71248	0.930079	0.428082	-2.64854	-0.802122	-0.31765	-1.67908	1.9479	-2.17837	-0.758193	-1.72172	1.84971	1.09153	-2.48923	0.468209	1.22282	0.703055	2.53823	-1.00135
